Fold,Model,Model_ZH,Method,Method_ZH,True_Label_Name,True_Label_ZH,Score_High,Score_Low,Score_Medium
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24860436186342907,2.2620416020172924,0.8580713094108569
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.2220422364190553,2.144732420616088,1.1837053858872517
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23706262647084414,2.2189277058206103,1.1181197528586524
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2466819543540911,2.2399585462238396,1.0723027102648963
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.26442886874834715,2.274980637085306,0.8444659064563489
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24876125422765025,2.250730745731681,0.9713658986998485
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23917671941453253,2.219363946977735,1.126991063175139
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23909927747799029,2.177019971021974,1.1947229942476574
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2568607209582186,2.2787445269408915,0.7879935422009432
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23413651904059465,0.8231063770198649,2.2591119589061646
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2570756985722768,2.259886000071357,0.9522375852073247
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,0.8381840779722067,-0.2443418849918562,2.262246722290504
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24866198878504353,2.2292305819670797,1.1411910696657785
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.222032547788564,2.1342782829180007,1.1896742994433052
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.2352754443412009,1.100767547964746,2.2209510407124973
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,0.8670365067176674,-0.2461613581192163,2.2590520848274793
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.25566681372597544,2.2616774647022653,0.9117628914168183
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2536461002988937,2.26287121875906,0.8820464154175094
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,0.9336965069116673,-0.24398218455072362,2.249558069603139
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24375101250721012,2.223776711566861,1.1347321470652565
3,SVM,支持向量机,NoSampling,不采样,High,高质量,1.1806434516723872,-0.288604743174464,2.280164024088135
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23980331621255807,2.230542401614395,1.081016437345113
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24358780188535734,2.258775282551337,0.8564289264678097
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2496266752676777,2.241824395877542,1.0844896263461647
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.2283805560644597,0.9240916845160508,2.23729695640887
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23440295163040442,1.115637865730894,2.215887250797201
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.19784225682412543,0.8896435968309069,2.22053435784681
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.26365954316311524,2.2818872025966312,0.790349317190085
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.22790853121648297,2.1641066407295733,1.18126984824711
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.1951560829872795,0.8116038321605417,2.243539505605935
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23511559559359224,2.2047617100506107,1.148274753095413
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24789169971783742,2.225537140708507,1.149073900925031
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.24015367565657547,1.1456188461357462,2.2143525250116634
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.21739729677709577,0.8345941052368394,2.24698052121815
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.21637456131011754,0.9006484952319468,2.2315403261568227
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.25926854244166353,2.2903822187632237,0.7449103107980632
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.20994751674116183,0.8606201434959033,2.235872527070514
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23933173509306271,1.096104052765406,2.2272076050269214
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.25538135195006684,2.2548089875040827,1.0100755530630905
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23266745578402342,0.8782187274658417,2.2475760823620083
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.21640607386400368,0.8851326399298467,2.234613702409303
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2554266568782846,2.2804649272593833,0.7768107371379557
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23029619023788506,2.1905835416385764,1.1578939326039974
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23843856960386436,1.1027075142051268,2.224660848355548
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.24071182490397083,2.2034447415040694,1.169337684670904
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.21356478112754584,0.7948519416107838,2.2572914370190404
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.21891852633373082,0.8807586691310023,2.23728123394362
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,0.909501882342316,-0.26542078552009707,2.2702133301804808
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.25756760556163477,2.257527438271162,1.000775252202311
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.2301587460396913,1.0643223156435977,2.2219125879204245
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.23523836257388622,2.1810684052081495,1.1824287049959121
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.22814228180746335,2.1492895417028164,1.1919510622836507
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.23321973362842374,1.0962908575316606,2.2193082441202545
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2488075522119093,2.255646837398762,0.9140970965910034
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.2427413734529049,2.273751788284043,0.7810149349286305
3,SVM,支持向量机,NoSampling,不采样,Low,低质量,-0.26250702475300397,2.2722978519359067,0.8566050445456562
3,SVM,支持向量机,NoSampling,不采样,Medium,中质量,-0.2204946589922005,0.8055895832033385,2.256766270807966
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.23076923076923078,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.6153846153846154,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.15384615384615385,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,High,高质量,0.3076923076923077,0.0,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.0,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.15384615384615385,0.0,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.0,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.15384615384615385,0.0,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.6153846153846154,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.15384615384615385,0.0,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.15384615384615385,0.3076923076923077,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.07692307692307693,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.0,1.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.07692307692307693,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.15384615384615385,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,High,高质量,0.15384615384615385,0.0,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.5384615384615384,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,High,高质量,0.07692307692307693,0.07692307692307693,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.15384615384615385,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,High,高质量,0.0,0.0,1.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.23076923076923078,0.07692307692307693,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.0,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.23076923076923078,0.07692307692307693,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.07692307692307693,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.15384615384615385,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.46153846153846156,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.3076923076923077,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.0,1.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.0,1.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.15384615384615385,0.8461538461538461
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.3076923076923077,0.6923076923076923
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.07692307692307693,0.0,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.07692307692307693,0.9230769230769231
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.0,1.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.5384615384615384,0.46153846153846156
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.38461538461538464,0.6153846153846154
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.9230769230769231,0.07692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.0,0.23076923076923078,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Medium,中质量,0.15384615384615385,0.07692307692307693,0.7692307692307693
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6923076923076923,0.3076923076923077
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.7692307692307693,0.23076923076923078
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.6153846153846154,0.38461538461538464
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.8461538461538461,0.15384615384615385
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,1.0,0.0
3,KNN,K近邻,NoSampling,不采样,Low,低质量,0.0,0.46153846153846156,0.5384615384615384
3,KNN,K近邻,NoSampling,不采样,High,高质量,0.15384615384615385,0.15384615384615385,0.6923076923076923
